User_ID,Book_ID,User_Type,Department,Book_Category,Book_Format,Interaction_Type,Access_Mode,Semester_Period,Borrowing_Frequency,Reading_Duration_Minutes,Books_Borrowed_Last_6_Months,Books_Returned_On_Time,Search_Count,Book_View_Count,Reservation_Count,Renewal_Count,User_Rating,Book_Popularity_Score,Metadata_Match_Score,Reading_Interest_Score,User_Book_Similarity_Score,Feedback_Score,Feedback_Level,Cold_Start_User,Irregular_Borrowing_Flag,Recommendation_Score,Recommendation_Level
USR_16449,BK_56449,Research_Scholar,Education,Engineering,Journal,Borrowed,Library_System,Even_Semester,5,84.63,2,0,66,37,5,6,3.11,0.191,0.415,0.337,0.579,0.214,Low,Yes,No,0.397,Low_Recommendation
USR_16450,BK_56450,Research_Scholar,Management,Management,Journal,Viewed,Mobile_App,Odd_Semester,41,159.97,13,0,40,80,10,4,2.6,0.916,0.829,0.915,0.549,0.355,Low,No,No,0.783,High_Recommendation
USR_16451,BK_56451,Faculty,Law,Social_Science,Journal,Viewed,Digital_Kiosk,Vacation_Period,32,111.22,16,2,1,16,2,0,4.23,0.469,0.85,0.257,0.672,0.486,Medium,No,No,0.543,Medium_Recommendation
USR_16452,BK_56452,Undergraduate,Management,Literature,Journal,Renewed,Library_System,Even_Semester,38,117.03,29,20,39,83,3,10,2.05,0.927,0.29,0.744,0.721,0.776,High,No,Yes,0.624,Medium_Recommendation
USR_16453,BK_56453,Faculty,Engineering,Law,Journal,Reviewed,Library_System,Even_Semester,3,179.64,0,4,37,36,19,7,1.77,0.796,0.473,0.35,0.855,0.676,Medium,Yes,No,0.588,Medium_Recommendation
USR_16454,BK_56454,Undergraduate,Law,Education,Journal,Reserved,Mobile_App,Odd_Semester,37,105.34,30,9,55,2,7,1,3.39,0.283,0.949,0.24,0.85,0.648,Medium,No,No,0.56,Medium_Recommendation
USR_16455,BK_56455,Faculty,Medicine,Engineering,Journal,Reviewed,Web_Portal,Odd_Semester,38,124.7,23,22,14,7,17,0,2.95,0.782,0.223,0.495,0.237,0.13,Low,No,No,0.547,Medium_Recommendation
USR_16456,BK_56456,Research_Scholar,Science,Social_Science,Journal,Reserved,Digital_Kiosk,Vacation_Period,45,68.36,23,9,68,99,2,9,3.92,0.877,0.764,0.419,0.529,0.154,Low,No,No,0.72,High_Recommendation
USR_16457,BK_56457,Postgraduate,Management,Education,Reference_Book,Reserved,Web_Portal,Vacation_Period,5,90.65,3,18,18,85,2,7,3.99,0.677,0.298,0.196,0.413,0.532,Medium,Yes,No,0.468,Medium_Recommendation
USR_16458,BK_56458,Faculty,Science,Artificial_Intelligence,Reference_Book,Viewed,Web_Portal,Vacation_Period,24,171.49,25,21,15,11,8,13,1.42,0.658,0.818,0.773,0.322,0.408,Medium,No,No,0.63,Medium_Recommendation
USR_16459,BK_56459,Postgraduate,Engineering,Education,E_Book,Viewed,Web_Portal,Odd_Semester,28,63.69,8,1,69,75,20,15,2.38,0.797,0.612,0.879,0.847,0.949,High,No,Yes,0.695,Medium_Recommendation
USR_16460,BK_56460,Undergraduate,Arts,Medical_Science,Reference_Book,Renewed,Web_Portal,Even_Semester,42,48.58,28,19,28,78,17,1,2.63,0.638,0.178,0.495,0.806,0.739,High,No,No,0.603,Medium_Recommendation
USR_16461,BK_56461,Postgraduate,Medicine,Education,Reference_Book,Viewed,Library_System,Even_Semester,42,75.92,13,9,41,31,0,3,3.27,0.602,0.171,0.923,0.797,0.817,High,No,No,0.565,Medium_Recommendation
USR_16462,BK_56462,Research_Scholar,Arts,Law,Reference_Book,Viewed,Digital_Kiosk,Vacation_Period,35,140.77,22,13,51,33,9,13,1.83,0.726,0.752,0.602,0.915,0.435,Medium,No,No,0.719,High_Recommendation
USR_16463,BK_56463,Postgraduate,Medicine,Digital_Library,Printed_Book,Reviewed,Mobile_App,Even_Semester,37,119.99,8,2,52,32,11,13,2.39,0.226,0.238,0.744,0.774,0.903,High,No,No,0.626,Medium_Recommendation
USR_16464,BK_56464,Faculty,Science,Education,Printed_Book,Reviewed,Digital_Kiosk,Vacation_Period,1,114.87,28,21,50,68,13,13,4.39,0.617,0.935,0.129,0.536,0.392,Low,No,No,0.624,Medium_Recommendation
USR_16465,BK_56465,Postgraduate,Science,Digital_Library,Printed_Book,Reserved,Mobile_App,Vacation_Period,18,151.39,34,17,58,20,2,15,2.17,0.217,0.739,0.148,0.354,0.29,Low,No,No,0.501,Medium_Recommendation
USR_16466,BK_56466,Faculty,Education,Data_Science,Journal,Reserved,Mobile_App,Vacation_Period,4,59.53,2,16,49,87,3,0,4.0,0.38,0.188,0.418,0.49,0.296,Low,Yes,No,0.387,Low_Recommendation
USR_16467,BK_56467,Faculty,Management,Education,Printed_Book,Viewed,Web_Portal,Vacation_Period,33,91.45,27,2,76,104,2,5,3.76,0.611,0.52,0.359,0.169,0.926,High,No,No,0.577,Medium_Recommendation
USR_16468,BK_56468,Research_Scholar,Computer_Science,Law,E_Book,Viewed,Library_System,Even_Semester,12,106.8,2,2,12,66,13,8,3.03,0.468,0.809,0.545,0.375,0.538,Medium,No,No,0.583,Medium_Recommendation
USR_16469,BK_56469,Research_Scholar,Science,Data_Science,E_Book,Viewed,Library_System,Odd_Semester,41,111.26,34,34,51,49,6,1,2.41,0.833,0.976,0.875,0.702,0.841,High,No,No,0.695,Medium_Recommendation
USR_16470,BK_56470,Postgraduate,Engineering,Literature,Journal,Borrowed,Digital_Kiosk,Odd_Semester,11,50.48,16,3,67,45,19,2,4.83,0.407,0.21,0.285,0.75,0.92,High,No,Yes,0.392,Low_Recommendation
USR_16471,BK_56471,Undergraduate,Engineering,Literature,Printed_Book,Viewed,Library_System,Vacation_Period,34,157.5,17,16,46,60,18,3,4.33,0.273,0.933,0.371,0.736,0.786,High,No,No,0.724,High_Recommendation
USR_16472,BK_56472,Undergraduate,Science,Law,E_Book,Borrowed,Mobile_App,Odd_Semester,32,80.37,6,6,80,113,5,14,3.36,0.986,0.861,0.164,0.968,0.321,Low,No,No,0.767,High_Recommendation
USR_16473,BK_56473,Faculty,Arts,Management,E_Book,Reserved,Mobile_App,Odd_Semester,34,165.07,31,15,73,98,12,3,1.37,0.876,0.671,0.62,0.964,0.596,Medium,No,No,0.741,High_Recommendation
USR_16474,BK_56474,Postgraduate,Engineering,Engineering,Reference_Book,Borrowed,Web_Portal,Even_Semester,38,44.74,0,0,56,46,0,13,3.64,0.741,0.745,0.333,0.238,0.212,Low,No,No,0.591,Medium_Recommendation
USR_16475,BK_56475,Postgraduate,Arts,Medical_Science,Journal,Reviewed,Mobile_App,Even_Semester,13,108.35,0,0,18,67,13,8,3.93,0.938,0.329,0.481,0.686,0.646,Medium,No,Yes,0.574,Medium_Recommendation
USR_16476,BK_56476,Research_Scholar,Engineering,Data_Science,Journal,Reviewed,Digital_Kiosk,Vacation_Period,5,46.73,0,0,40,37,1,9,3.58,0.421,0.113,0.234,0.43,0.795,High,Yes,No,0.35,Low_Recommendation
USR_16477,BK_56477,Research_Scholar,Law,Digital_Library,Reference_Book,Reviewed,Library_System,Odd_Semester,8,174.54,0,0,35,4,4,8,4.25,0.85,0.559,0.3,0.841,0.66,Medium,No,No,0.581,Medium_Recommendation
USR_16478,BK_56478,Faculty,Arts,Management,Journal,Reviewed,Web_Portal,Vacation_Period,3,120.17,2,0,23,25,13,14,2.24,0.643,0.291,0.196,0.955,0.651,Medium,Yes,No,0.526,Medium_Recommendation
USR_16479,BK_56479,Research_Scholar,Management,Data_Science,Printed_Book,Reviewed,Web_Portal,Odd_Semester,3,33.33,4,22,4,2,8,12,2.3,0.708,0.82,0.282,0.109,0.355,Low,Yes,No,0.404,Low_Recommendation
USR_16480,BK_56480,Postgraduate,Medicine,Engineering,E_Book,Borrowed,Mobile_App,Odd_Semester,21,67.55,21,8,56,2,11,4,2.74,0.205,0.36,0.733,0.135,0.516,Medium,No,No,0.405,Low_Recommendation
USR_16481,BK_56481,Postgraduate,Management,Law,E_Book,Borrowed,Mobile_App,Vacation_Period,36,18.68,9,0,37,51,1,4,2.5,0.169,0.292,0.936,0.286,0.622,Medium,No,No,0.438,Low_Recommendation
USR_16482,BK_56482,Undergraduate,Medicine,Social_Science,E_Book,Reserved,Mobile_App,Vacation_Period,3,107.09,2,7,57,105,19,10,3.52,0.845,0.865,0.3,0.745,0.6,Medium,Yes,No,0.695,Medium_Recommendation
USR_16483,BK_56483,Postgraduate,Education,Management,E_Book,Reviewed,Digital_Kiosk,Vacation_Period,23,22.87,24,16,32,86,1,5,4.15,0.119,0.8,0.274,0.261,0.396,Low,No,No,0.463,Medium_Recommendation
USR_16484,BK_56484,Research_Scholar,Medicine,Artificial_Intelligence,E_Book,Borrowed,Mobile_App,Even_Semester,15,62.25,26,0,58,26,3,3,1.68,0.481,0.555,0.251,0.122,0.837,High,No,Yes,0.231,Low_Recommendation
USR_16485,BK_56485,Undergraduate,Science,Digital_Library,E_Book,Reviewed,Library_System,Odd_Semester,38,14.28,12,7,36,97,8,2,3.25,0.316,0.366,0.471,0.235,0.739,High,No,No,0.497,Medium_Recommendation
USR_16486,BK_56486,Postgraduate,Management,Artificial_Intelligence,Reference_Book,Reviewed,Digital_Kiosk,Even_Semester,31,22.51,17,9,42,10,5,0,1.98,0.629,0.137,0.637,0.602,0.722,High,No,No,0.395,Low_Recommendation
USR_16487,BK_56487,Undergraduate,Education,Digital_Library,Reference_Book,Viewed,Web_Portal,Even_Semester,12,139.79,26,9,46,119,18,1,4.91,0.756,0.929,0.489,0.528,0.973,High,No,No,0.728,High_Recommendation
USR_16488,BK_56488,Postgraduate,Science,Data_Science,Journal,Renewed,Library_System,Even_Semester,10,147.23,31,21,77,119,5,12,2.81,0.242,0.451,0.134,0.858,0.22,Low,No,No,0.584,Medium_Recommendation
USR_16489,BK_56489,Research_Scholar,Law,Literature,Journal,Borrowed,Web_Portal,Odd_Semester,33,107.08,19,3,37,62,0,3,1.76,0.533,0.37,0.638,0.853,0.46,Medium,No,Yes,0.474,Medium_Recommendation
USR_16490,BK_56490,Research_Scholar,Engineering,Literature,E_Book,Reserved,Web_Portal,Vacation_Period,43,172.91,14,11,28,46,12,6,2.5,0.729,0.59,0.596,0.578,0.977,High,No,No,0.717,High_Recommendation
USR_16491,BK_56491,Postgraduate,Management,Data_Science,Printed_Book,Reviewed,Digital_Kiosk,Even_Semester,5,42.25,0,12,37,19,16,3,3.03,0.722,0.113,0.197,0.116,0.506,Medium,Yes,No,0.343,Low_Recommendation
USR_16492,BK_56492,Postgraduate,Education,Education,Printed_Book,Reserved,Web_Portal,Vacation_Period,12,127.56,11,9,12,86,13,15,2.69,0.487,0.157,0.821,0.363,0.478,Medium,No,No,0.609,Medium_Recommendation
USR_16493,BK_56493,Research_Scholar,Law,Social_Science,Reference_Book,Renewed,Web_Portal,Vacation_Period,13,55.17,35,21,31,38,14,3,3.6,0.763,0.923,0.778,0.859,0.311,Low,No,No,0.615,Medium_Recommendation
USR_16494,BK_56494,Undergraduate,Management,Artificial_Intelligence,Journal,Reserved,Web_Portal,Vacation_Period,8,130.25,35,12,75,77,12,3,1.53,0.105,0.492,0.988,0.35,0.262,Low,No,No,0.489,Medium_Recommendation
USR_16495,BK_56495,Faculty,Computer_Science,Management,Printed_Book,Reserved,Mobile_App,Vacation_Period,11,61.9,0,0,31,99,13,12,1.39,0.497,0.468,0.357,0.299,0.135,Low,No,No,0.507,Medium_Recommendation
USR_16496,BK_56496,Faculty,Education,Education,E_Book,Reviewed,Mobile_App,Vacation_Period,25,119.57,27,2,77,11,6,15,2.6,0.596,0.601,0.541,0.76,0.424,Medium,No,No,0.618,Medium_Recommendation
USR_16497,BK_56497,Postgraduate,Science,Engineering,Printed_Book,Renewed,Digital_Kiosk,Odd_Semester,1,136.41,2,29,6,104,10,13,2.02,0.95,0.768,0.466,0.226,0.423,Medium,Yes,Yes,0.547,Medium_Recommendation
USR_16498,BK_56498,Postgraduate,Law,Data_Science,E_Book,Viewed,Library_System,Even_Semester,12,46.14,21,14,63,43,19,6,4.84,0.931,0.448,0.715,0.474,0.188,Low,No,No,0.606,Medium_Recommendation
USR_16499,BK_56499,Research_Scholar,Law,Social_Science,E_Book,Reserved,Library_System,Odd_Semester,3,95.91,5,1,22,84,7,10,3.4,0.508,0.849,0.627,0.591,0.34,Low,No,Yes,0.519,Medium_Recommendation
USR_16500,BK_56500,Postgraduate,Law,Data_Science,Journal,Reviewed,Mobile_App,Vacation_Period,2,159.0,4,2,22,28,3,13,4.51,0.666,0.443,0.206,0.974,0.76,High,Yes,No,0.578,Medium_Recommendation
USR_16501,BK_56501,Undergraduate,Arts,Literature,E_Book,Viewed,Digital_Kiosk,Even_Semester,9,165.87,30,11,24,104,3,12,3.61,0.429,0.944,0.529,0.602,0.664,Medium,No,No,0.676,Medium_Recommendation
USR_16502,BK_56502,Faculty,Engineering,Data_Science,Printed_Book,Borrowed,Library_System,Odd_Semester,32,28.88,15,6,4,50,13,8,4.88,0.664,0.714,0.833,0.592,0.589,Medium,No,No,0.683,Medium_Recommendation
USR_16503,BK_56503,Faculty,Science,Literature,Reference_Book,Borrowed,Web_Portal,Even_Semester,21,133.34,0,0,11,89,12,15,4.34,0.79,0.436,0.468,0.598,0.994,High,No,No,0.734,High_Recommendation
USR_16504,BK_56504,Faculty,Management,Law,Reference_Book,Borrowed,Mobile_App,Odd_Semester,20,142.07,13,11,44,106,1,5,2.14,0.207,0.144,0.494,0.375,0.971,High,No,No,0.475,Medium_Recommendation
USR_16505,BK_56505,Research_Scholar,Computer_Science,Literature,Printed_Book,Borrowed,Mobile_App,Vacation_Period,35,145.89,15,0,2,2,2,10,4.79,0.688,0.53,0.222,0.925,0.904,High,No,No,0.653,Medium_Recommendation
USR_16506,BK_56506,Postgraduate,Management,Data_Science,Journal,Reserved,Mobile_App,Vacation_Period,45,104.09,15,6,29,83,0,7,2.82,0.545,0.817,0.298,0.261,0.872,High,No,No,0.62,Medium_Recommendation
USR_16507,BK_56507,Research_Scholar,Management,Social_Science,E_Book,Viewed,Web_Portal,Even_Semester,15,13.27,12,10,72,103,20,10,1.66,0.856,0.2,0.969,0.276,0.749,High,No,No,0.573,Medium_Recommendation
USR_16508,BK_56508,Faculty,Education,Data_Science,Reference_Book,Reviewed,Mobile_App,Odd_Semester,28,49.59,21,20,9,91,18,0,3.37,0.122,0.967,0.246,0.473,0.73,High,No,Yes,0.452,Medium_Recommendation
USR_16509,BK_56509,Undergraduate,Medicine,Education,Printed_Book,Renewed,Digital_Kiosk,Vacation_Period,45,145.01,1,0,61,35,4,4,2.22,0.664,0.115,0.566,0.395,0.143,Low,No,No,0.56,Medium_Recommendation
USR_16510,BK_56510,Undergraduate,Medicine,Digital_Library,Journal,Viewed,Digital_Kiosk,Odd_Semester,3,63.46,10,10,28,40,10,6,3.2,0.598,0.311,0.931,0.29,0.717,High,No,No,0.459,Medium_Recommendation
USR_16511,BK_56511,Undergraduate,Education,Artificial_Intelligence,Journal,Reserved,Mobile_App,Even_Semester,24,20.22,8,6,69,35,9,9,3.89,0.473,0.293,0.156,0.752,0.727,High,No,No,0.487,Medium_Recommendation
USR_16512,BK_56512,Faculty,Computer_Science,Medical_Science,Printed_Book,Reserved,Web_Portal,Even_Semester,8,116.48,24,12,49,42,6,3,1.32,0.946,0.262,0.168,0.171,0.663,Medium,No,No,0.384,Low_Recommendation
USR_16513,BK_56513,Undergraduate,Medicine,Education,Printed_Book,Renewed,Web_Portal,Vacation_Period,18,135.19,4,2,9,87,5,15,4.42,0.329,0.329,0.895,0.415,0.7,High,No,No,0.657,Medium_Recommendation
USR_16514,BK_56514,Research_Scholar,Computer_Science,Education,E_Book,Viewed,Digital_Kiosk,Vacation_Period,3,75.78,30,9,74,82,6,3,3.94,0.589,0.872,0.201,0.913,0.132,Low,No,No,0.537,Medium_Recommendation
USR_16515,BK_56515,Undergraduate,Engineering,Social_Science,Journal,Reserved,Mobile_App,Odd_Semester,17,117.09,11,11,14,10,16,2,4.3,0.868,0.788,0.403,0.152,0.704,High,No,No,0.566,Medium_Recommendation
USR_16516,BK_56516,Postgraduate,Management,Social_Science,Reference_Book,Borrowed,Mobile_App,Odd_Semester,5,13.88,25,10,44,25,17,12,3.4,0.248,0.973,0.139,0.953,0.369,Low,No,No,0.519,Medium_Recommendation
USR_16517,BK_56517,Research_Scholar,Arts,Education,Printed_Book,Reviewed,Web_Portal,Even_Semester,13,137.72,8,6,65,37,16,10,2.0,0.319,0.707,0.487,0.833,0.68,Medium,No,No,0.595,Medium_Recommendation
USR_16518,BK_56518,Postgraduate,Education,Data_Science,Journal,Renewed,Library_System,Even_Semester,31,66.17,12,10,73,19,1,3,2.73,0.467,0.738,0.608,0.56,0.254,Low,No,No,0.498,Medium_Recommendation
USR_16519,BK_56519,Faculty,Medicine,Education,Reference_Book,Viewed,Library_System,Vacation_Period,5,15.43,3,8,26,17,16,12,1.38,0.916,0.89,0.195,0.794,0.195,Low,Yes,No,0.508,Medium_Recommendation
USR_16520,BK_56520,Postgraduate,Management,Education,Printed_Book,Borrowed,Library_System,Even_Semester,15,60.6,22,12,21,51,3,1,3.8,0.412,0.534,0.992,0.459,0.138,Low,No,No,0.486,Medium_Recommendation
USR_16521,BK_56521,Undergraduate,Arts,Data_Science,Reference_Book,Renewed,Web_Portal,Even_Semester,3,135.5,1,16,65,43,14,0,1.29,0.809,0.209,0.458,0.641,0.226,Low,Yes,No,0.445,Low_Recommendation
USR_16522,BK_56522,Undergraduate,Arts,Law,Printed_Book,Reserved,Web_Portal,Vacation_Period,3,66.75,3,2,78,65,3,7,3.73,0.185,0.133,0.262,0.56,0.514,Medium,No,No,0.375,Low_Recommendation
USR_16523,BK_56523,Faculty,Computer_Science,Digital_Library,Printed_Book,Renewed,Web_Portal,Vacation_Period,8,57.87,12,11,75,12,13,11,2.49,0.543,0.188,0.799,0.412,0.115,Low,No,No,0.457,Medium_Recommendation
USR_16524,BK_56524,Research_Scholar,Arts,Digital_Library,Reference_Book,Borrowed,Library_System,Vacation_Period,4,15.86,2,3,16,118,12,5,3.71,0.555,0.88,0.474,0.756,0.318,Low,Yes,Yes,0.499,Medium_Recommendation
USR_16525,BK_56525,Faculty,Law,Social_Science,Printed_Book,Renewed,Library_System,Odd_Semester,36,70.4,30,12,9,19,18,5,3.74,0.581,0.632,0.237,0.685,0.455,Medium,No,Yes,0.495,Medium_Recommendation
USR_16526,BK_56526,Postgraduate,Engineering,Management,Reference_Book,Viewed,Mobile_App,Vacation_Period,18,74.14,34,7,71,81,15,11,2.91,0.687,0.104,0.755,0.249,0.861,High,No,Yes,0.487,Medium_Recommendation
USR_16527,BK_56527,Postgraduate,Computer_Science,Engineering,Printed_Book,Viewed,Library_System,Even_Semester,22,136.71,31,29,17,113,7,5,2.72,0.89,0.83,0.47,0.24,0.964,High,No,Yes,0.595,Medium_Recommendation
USR_16528,BK_56528,Undergraduate,Education,Law,Journal,Reserved,Library_System,Vacation_Period,13,127.79,5,2,1,17,5,2,4.78,0.648,0.509,0.473,0.488,0.128,Low,No,No,0.512,Medium_Recommendation
USR_16529,BK_56529,Undergraduate,Engineering,Law,Printed_Book,Borrowed,Mobile_App,Odd_Semester,28,143.94,18,10,26,81,7,11,3.4,0.955,0.708,0.88,0.854,0.779,High,No,No,0.794,High_Recommendation
USR_16530,BK_56530,Faculty,Arts,Law,Journal,Reviewed,Library_System,Even_Semester,11,166.02,34,12,27,1,18,0,1.11,0.294,0.59,0.168,0.424,0.271,Low,No,No,0.415,Low_Recommendation
USR_16531,BK_56531,Postgraduate,Law,Education,Reference_Book,Borrowed,Digital_Kiosk,Odd_Semester,33,84.16,24,3,31,13,2,6,4.83,0.205,0.721,0.106,0.562,0.39,Low,No,No,0.515,Medium_Recommendation
USR_16532,BK_56532,Faculty,Law,Medical_Science,Printed_Book,Reserved,Mobile_App,Vacation_Period,13,68.05,4,0,28,97,10,3,3.9,0.212,0.276,0.235,0.531,0.628,Medium,No,No,0.463,Medium_Recommendation
USR_16533,BK_56533,Postgraduate,Medicine,Engineering,Reference_Book,Borrowed,Digital_Kiosk,Even_Semester,17,137.09,10,1,18,85,18,2,2.86,0.836,0.412,0.181,0.144,0.861,High,No,No,0.559,Medium_Recommendation
USR_16534,BK_56534,Faculty,Engineering,Medical_Science,Journal,Reviewed,Mobile_App,Vacation_Period,10,168.49,24,0,20,76,1,1,2.89,0.872,0.356,0.26,0.322,0.256,Low,No,No,0.486,Medium_Recommendation
USR_16535,BK_56535,Research_Scholar,Medicine,Data_Science,Reference_Book,Viewed,Library_System,Odd_Semester,27,96.81,4,3,51,76,17,15,3.29,0.416,0.46,0.359,0.715,0.581,Medium,No,No,0.68,Medium_Recommendation
USR_16536,BK_56536,Postgraduate,Arts,Education,Journal,Viewed,Web_Portal,Vacation_Period,4,96.64,2,1,1,30,1,8,1.24,0.77,0.524,0.143,0.562,0.906,High,Yes,No,0.397,Low_Recommendation
USR_16537,BK_56537,Faculty,Computer_Science,Literature,Reference_Book,Borrowed,Web_Portal,Vacation_Period,11,78.04,35,14,10,93,11,7,2.25,0.878,0.85,0.801,0.33,0.428,Medium,No,Yes,0.539,Medium_Recommendation
USR_16538,BK_56538,Postgraduate,Law,Medical_Science,E_Book,Renewed,Mobile_App,Vacation_Period,8,143.88,5,1,56,100,14,4,1.14,0.988,0.555,0.499,0.756,0.125,Low,No,No,0.614,Medium_Recommendation
USR_16539,BK_56539,Undergraduate,Computer_Science,Law,Journal,Reserved,Digital_Kiosk,Even_Semester,2,40.72,23,17,16,32,20,2,2.95,0.521,0.517,0.471,0.564,0.244,Low,No,Yes,0.335,Low_Recommendation
USR_16540,BK_56540,Faculty,Medicine,Social_Science,Printed_Book,Reserved,Library_System,Vacation_Period,2,111.42,4,3,61,12,12,7,3.82,0.174,0.715,0.869,0.813,0.618,Medium,No,Yes,0.456,Medium_Recommendation
USR_16541,BK_56541,Postgraduate,Education,Digital_Library,E_Book,Reserved,Digital_Kiosk,Odd_Semester,26,65.08,34,8,50,16,19,4,3.05,0.548,0.722,0.698,0.335,0.775,High,No,No,0.567,Medium_Recommendation
USR_16542,BK_56542,Undergraduate,Computer_Science,Data_Science,E_Book,Renewed,Mobile_App,Odd_Semester,11,118.93,32,3,52,55,4,7,1.71,0.382,0.202,0.727,0.382,0.815,High,No,Yes,0.393,Low_Recommendation
USR_16543,BK_56543,Undergraduate,Law,Medical_Science,E_Book,Viewed,Library_System,Even_Semester,45,35.25,28,21,48,53,9,14,3.71,0.88,0.752,0.687,0.809,0.914,High,No,No,0.762,High_Recommendation
USR_16544,BK_56544,Research_Scholar,Computer_Science,Digital_Library,Journal,Viewed,Mobile_App,Even_Semester,5,75.01,4,0,8,113,11,0,2.73,0.346,0.54,0.191,0.276,0.57,Medium,Yes,No,0.427,Low_Recommendation
USR_16545,BK_56545,Undergraduate,Computer_Science,Engineering,E_Book,Renewed,Library_System,Odd_Semester,16,75.23,5,0,31,83,18,8,1.87,0.16,0.983,0.518,0.439,0.618,Medium,No,Yes,0.509,Medium_Recommendation
USR_16546,BK_56546,Postgraduate,Law,Artificial_Intelligence,Printed_Book,Reviewed,Mobile_App,Odd_Semester,2,108.38,3,16,42,49,9,4,2.1,0.564,0.914,0.261,0.366,0.419,Medium,Yes,No,0.461,Medium_Recommendation
USR_16547,BK_56547,Research_Scholar,Arts,Management,Reference_Book,Borrowed,Library_System,Even_Semester,2,68.35,8,3,19,89,16,12,3.73,0.96,0.276,0.274,0.326,0.144,Low,No,No,0.56,Medium_Recommendation
USR_16548,BK_56548,Faculty,Computer_Science,Social_Science,Journal,Reviewed,Mobile_App,Vacation_Period,1,158.44,1,6,64,20,4,11,3.19,0.405,0.802,0.456,0.703,0.101,Low,Yes,No,0.537,Medium_Recommendation
USR_16549,BK_56549,Undergraduate,Medicine,Data_Science,Reference_Book,Renewed,Library_System,Odd_Semester,5,21.17,4,0,76,44,16,5,3.76,0.561,0.324,0.406,0.35,0.235,Low,Yes,No,0.429,Low_Recommendation
USR_16550,BK_56550,Research_Scholar,Education,Data_Science,Printed_Book,Reviewed,Library_System,Odd_Semester,3,162.58,13,4,66,49,19,11,1.38,0.568,0.155,0.529,0.587,0.552,Medium,No,No,0.539,Medium_Recommendation
USR_16551,BK_56551,Faculty,Education,Data_Science,Printed_Book,Reviewed,Digital_Kiosk,Odd_Semester,24,32.33,25,15,45,115,15,10,4.07,0.235,0.992,0.734,0.598,0.525,Medium,No,No,0.698,Medium_Recommendation
USR_16552,BK_56552,Postgraduate,Computer_Science,Artificial_Intelligence,E_Book,Reviewed,Digital_Kiosk,Vacation_Period,23,162.73,7,5,39,18,3,0,3.95,0.5,0.118,0.32,0.347,0.786,High,No,No,0.447,Low_Recommendation
USR_16553,BK_56553,Research_Scholar,Education,Management,Journal,Reviewed,Library_System,Even_Semester,4,83.96,2,13,15,64,8,12,2.53,0.295,0.396,0.209,0.843,0.224,Low,Yes,No,0.478,Medium_Recommendation
USR_16554,BK_56554,Postgraduate,Law,Literature,Reference_Book,Renewed,Digital_Kiosk,Vacation_Period,9,43.42,25,21,4,108,11,14,1.15,0.186,0.966,0.181,0.807,0.68,Medium,No,No,0.547,Medium_Recommendation
USR_16555,BK_56555,Undergraduate,Computer_Science,Education,E_Book,Renewed,Digital_Kiosk,Vacation_Period,5,122.36,11,10,48,19,13,4,1.83,0.419,0.425,0.69,0.632,0.49,Medium,No,No,0.46,Medium_Recommendation
USR_16556,BK_56556,Research_Scholar,Arts,Education,Reference_Book,Borrowed,Mobile_App,Even_Semester,23,17.77,22,1,37,83,20,1,3.97,0.887,0.923,0.8,0.635,0.414,Medium,No,Yes,0.614,Medium_Recommendation
USR_16557,BK_56557,Faculty,Management,Law,E_Book,Viewed,Library_System,Even_Semester,25,137.65,32,27,29,59,0,8,4.16,0.676,0.58,0.17,0.254,0.79,High,No,No,0.565,Medium_Recommendation
USR_16558,BK_56558,Research_Scholar,Management,Data_Science,Printed_Book,Reserved,Web_Portal,Even_Semester,2,128.98,0,0,65,30,6,6,4.51,0.263,0.793,0.263,0.489,0.756,High,No,Yes,0.416,Low_Recommendation
USR_16559,BK_56559,Undergraduate,Law,Engineering,Printed_Book,Reviewed,Web_Portal,Vacation_Period,19,65.07,22,0,22,110,12,11,1.51,0.993,0.996,0.955,0.71,0.517,Medium,No,No,0.738,High_Recommendation
USR_16560,BK_56560,Faculty,Medicine,Medical_Science,E_Book,Reserved,Library_System,Vacation_Period,10,77.24,7,7,7,73,14,7,2.2,0.929,0.909,0.389,0.866,0.321,Low,No,No,0.627,Medium_Recommendation
USR_16561,BK_56561,Undergraduate,Science,Artificial_Intelligence,E_Book,Viewed,Mobile_App,Even_Semester,21,118.14,31,24,27,114,13,11,2.64,0.326,0.362,0.103,0.132,0.356,Low,No,No,0.553,Medium_Recommendation
USR_16562,BK_56562,Undergraduate,Science,Management,Printed_Book,Borrowed,Digital_Kiosk,Vacation_Period,38,114.47,11,5,32,49,8,2,1.36,0.921,0.612,0.408,0.579,0.108,Low,No,No,0.593,Medium_Recommendation
USR_16563,BK_56563,Undergraduate,Computer_Science,Digital_Library,E_Book,Borrowed,Digital_Kiosk,Even_Semester,41,115.1,20,4,61,109,5,12,3.51,0.581,0.257,0.171,0.303,0.538,Medium,No,No,0.645,Medium_Recommendation
USR_16564,BK_56564,Faculty,Education,Engineering,Journal,Viewed,Library_System,Even_Semester,1,164.57,3,3,58,45,7,11,4.96,0.776,0.807,0.445,0.637,0.446,Medium,Yes,No,0.651,Medium_Recommendation
USR_16565,BK_56565,Research_Scholar,Management,Digital_Library,Journal,Reviewed,Library_System,Vacation_Period,6,9.66,9,2,61,52,9,14,2.81,0.137,0.903,0.362,0.423,0.903,High,No,No,0.461,Medium_Recommendation
